배트맨 대 슈퍼맨: 저스티스의 시작	10.0	진짜 재밌다 세기의 대결이네 진짜	외인루니	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	5.0	18 여기 알바 새끼들 졸라 많네 [1]	Max Rockatansky	2016.03.24	 1
배트맨 대 슈퍼맨: 저스티스의 시작	10.0	원더우먼짱짱.. 시사로 봤는데 너무 재밌어서... 한번더 볼라고..그냥 봐야함	sunny	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	10.0	<저스티스 리그>의 시작을 알리는 작품으로써 보여줄 수 있는건 다 보여줬다고 생각한다. 잭 스나이더의 연출력은 가끔 병맛일때도 있지만 그 병맛을 이해해주기 시작하면 새로운 재미가 펼쳐지는 신기한 감독이다. 고로 재밌다는 의미다. 왜 1점 주는지 모르겠네?	실버실루엣	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	9.0	뇌쇄적인 원더우먼 가볍지 않은 스토리 묵직한 액션신 오감만족 대서사시의 시작이라면 이 정도 러닝타임도 만족스럽기만 하다	틸리엔	2016.03.24	
배트맨 대 슈퍼맨: 저스티스의 시작	10.0	사실 이 DC영화를 마블영화의 잣대로 비교한다는 것은 어불성설이다. 사람이 각자 고유의 분위기가 있드시 <배대슈>는 이 영화만의 고유의 분위기가 있다. <맨 오브 스틸>보다 오히려 좋았고 <저스티스 리그>의 시작으로 손색이 없다.	동후니	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	10.0	배트맨 대 슈퍼맨 대결도 흥미로운데- 원더우먼, 플래시, 사이보그, 아쿠아맨까지 등장!	Moviestar	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	1.0	자 DC는 이제 영화만들때 신중하게 그리고 관객을 호갱으로 봐선 안됨 정말 로튼토마토 평점지수 왜그렇게 나온지 알았다 ㅉㅉ 알바들 제대로 올려라	maginings	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	8.0	재미있는데 특히 장면 장면이 멋있던데 이 정도면 기대치는 만족함.	진수림	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	2.0	억울하다 나만당할수없지 ㅋㅋㅋ 대박입니다. 정말 후회 많이함.DC 는 이제 마블에 계속밀리겠다 ㅋㅋㅋ	superdry	2016.03.24	 1
배트맨 대 슈퍼맨: 저스티스의 시작	10.0	그냥 대박이다	ㅋㅋㅋ	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	9.0	마블 히어로만 보다가 DC를 처음 봤다면, 정반대 분위기에 아마 실망하는 사람들이 많을 것임. DC 특유의 암흑적이고 묵직함, 뭔가 메세지를 전달하려는 분위기 등 전체적으로 잘 본 영화임. 다만 영화한편에 너무 많은 내용을 집어넣으려고 한 무리수가 좀 보였는데 그부분만 좀 아쉬움.	Stone Cold	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	10.0	나혼자 당하기 억울하다. 별이 다섯개!	페파민트	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	10.0	난 대박이였음	인나이너	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	0.0	돈옵저의 멸망	엘리자베스	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	0.0	멀쩡한 캐릭이 하나도 없다. 그동안의 추억을 박살내고 싶으면 보자.	해밀	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	3.0	3년의 기다림을 이렇게 날려먹냐 잭스나 야이놈아아아	이성주	2016.03.24	 1
배트맨 대 슈퍼맨: 저스티스의 시작	1.0	...진심 보시면 후회하실거에요	혜민	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	10.0	솔직히 말하자. 이 영화가 데드풀보다 못하다고? 데드풀보다 몇배는 잼나더라. 마블충들 땜시 로튼토마토 평점도 이젠 못믿겠다. 액션은 초반,후반부에만 주로 나오더구만. 뭔놈의 액션 피로감?	호호링	2016.03.24	 1
배트맨 대 슈퍼맨: 저스티스의 시작	0.0	잭스나이더는 영화바닥에서 영원히 떠나야함.	기쁘다오	2016.03.24	
배트맨 대 슈퍼맨: 저스티스의 시작	3.0	소문만 무성했던 스타워즈 같았던 모양이네.	인피니트8	2016.03.24	 1
배트맨 대 슈퍼맨: 저스티스의 시작	8.0	이제 저스티스 시작인데 이정도면 꽤 볼만했음 한번에 너무 많은 이야기를 넣을려다 좀 왜 싸우지? 라던지 갑자기 왜 친해진거지? 의문이 들수 있겠음 ㅋ 그래도 원더우먼 때문에 2017년 2탄 기대해봄~	딘윈체스터	2016.03.24	 1
배트맨 대 슈퍼맨: 저스티스의 시작	5.0	기대가 그리 크지도 않았는데 실망이 컸던 영화..배트맨도 다크나이트때 배우가 더 잘어울리고...무튼 꽤 지루했고, 둘이 왜 싸우는지 이해가 안됐음	라랄라라	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	5.0	10년의 고난을 겪고도 정신 못차린영화. 마블의 프로듀스를 따라 할려고 했지만 정작 디시원작이 가진 매력이나 흥미는 반감시키고 결국 비빔밥 먹을려다 보리밥에 돈까스 먹은 느낌	멋져부러	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	3.0	이제 돈 시간 낭비 하지 말자 만두괴물 볼라고2시간 기다린게 마징가 액션 주름 수퍼맨 뻣뻣 배트맨 뜬금 원더우먼	꿈	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	10.0	전 뭐.. 재미있게 봤네요. 원더우먼이 너무 인상적이라 10점. 댓글달기	tehom	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	7.0	결국 승자는 한스짐머뿐....	뒷집오빠	2016.03.24	 2
배트맨 대 슈퍼맨: 저스티스의 시작	10.0	세면대의 의문의1승	할미이뻐	2016.03.24	 0
